app_no,license_type,application_date,status,fru_interview_scheduled,drug_test,wav_course,defensive_driving,driver_exam,medical_clearance_form,other_requirements,last_update
6073612,HDR,2024-04-30T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076926,HDR,2024-06-20T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6074823,HDR,2024-05-17T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6077175,HDR,2024-06-24T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076241,HDR,2024-06-07T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6074638,HDR,2024-05-14T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076730,HDR,2024-06-17T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077961,HDR,2024-07-08T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6075208,HDR,2024-05-22T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076695,HDR,2024-06-14T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6077847,HDR,2024-07-06T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075526,HDR,2024-05-27T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076301,HDR,2024-06-09T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073713,HDR,2024-05-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078586,HDR,2024-07-18T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077025,HDR,2024-06-21T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077700,HDR,2024-07-03T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075164,HDR,2024-05-21T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6074071,HDR,2024-05-06T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076811,HDR,2024-06-18T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6073967,HDR,2024-05-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078743,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078232,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6075486,HDR,2024-05-27T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078460,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075844,HDR,2024-06-01T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076504,HDR,2024-06-12T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077065,HDR,2024-06-22T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072904,HDR,2024-04-21T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076244,HDR,2024-06-07T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073439,HDR,2024-04-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076928,HDR,2024-06-20T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076354,HDR,2024-06-10T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6072808,HDR,2024-04-19T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077478,HDR,2024-06-29T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077668,HDR,2024-07-02T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6075275,HDR,2024-05-23T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6075915,HDR,2024-06-03T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6077353,HDR,2024-06-27T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6070007,HDR,2024-03-11T00:00:00.000,Denied,06/03/2024,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6078161,HDR,2024-07-11T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077041,HDR,2024-06-21T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6075965,HDR,2024-06-03T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,2024-07-23T11:00:07.000
6074427,HDR,2024-05-11T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073346,HDR,2024-04-26T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076179,HDR,2024-06-06T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077788,HDR,2024-07-05T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6073185,HDR,2024-04-24T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075879,HDR,2024-06-03T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6071920,HDR,2024-04-05T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078230,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6076166,HDR,2024-06-06T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076108,HDR,2024-06-05T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077319,HDR,2024-06-26T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078363,HDR,2024-07-15T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6073916,HDR,2024-05-04T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078019,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078593,HDR,2024-07-18T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077783,HDR,2024-07-05T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077628,HDR,2024-07-01T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6074707,HDR,2024-05-15T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6078728,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077565,HDR,2024-07-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077327,HDR,2024-06-26T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078209,HDR,2024-07-12T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077833,HDR,2024-07-06T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076177,HDR,2024-06-06T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077784,HDR,2024-07-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6076300,HDR,2024-06-09T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073801,HDR,2024-05-02T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078257,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6078360,HDR,2024-07-15T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077483,HDR,2024-06-29T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072802,HDR,2024-04-19T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074659,HDR,2024-05-15T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072341,HDR,2024-04-12T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6075647,HDR,2024-05-29T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076825,HDR,2024-06-18T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076582,HDR,2024-06-13T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6078164,HDR,2024-07-11T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074079,HDR,2024-05-06T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073587,HDR,2024-04-29T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6075413,HDR,2024-05-25T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078816,HDR,2024-07-23T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074124,HDR,2024-05-07T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6075829,HDR,2024-06-01T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076945,HDR,2024-06-20T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078178,HDR,2024-07-12T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077264,HDR,2024-06-25T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078103,HDR,2024-07-10T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073840,HDR,2024-05-03T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074997,HDR,2024-05-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077194,HDR,2024-06-24T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072978,HDR,2024-04-22T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078202,HDR,2024-07-12T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077310,HDR,2024-06-26T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6075568,HDR,2024-05-28T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6078598,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075973,HDR,2024-06-04T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6077122,HDR,2024-06-23T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078024,HDR,2024-07-09T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075951,HDR,2024-06-03T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077151,HDR,2024-06-24T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6073804,HDR,2024-05-02T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6075712,HDR,2024-05-30T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6078440,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6076606,HDR,2024-06-13T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073741,HDR,2024-05-02T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078093,HDR,2024-07-10T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6076885,HDR,2024-06-19T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077830,HDR,2024-07-05T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6073302,HDR,2024-04-25T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073616,HDR,2024-04-30T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076826,HDR,2024-06-18T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077687,HDR,2024-07-02T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073598,HDR,2024-04-29T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6077544,HDR,2024-07-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6072972,HDR,2024-04-22T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076074,HDR,2024-06-05T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6074206,HDR,2024-05-08T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6072357,HDR,2024-04-12T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076637,HDR,2024-06-14T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077727,HDR,2024-07-03T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6076457,HDR,2024-06-11T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6072445,HDR,2024-04-15T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074205,HDR,2024-05-08T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078671,HDR,2024-07-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6078780,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077770,HDR,2024-07-04T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078294,HDR,2024-07-14T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076961,HDR,2024-06-20T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6075284,HDR,2024-05-23T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078626,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077173,HDR,2024-06-24T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076451,HDR,2024-06-11T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6076714,HDR,2024-06-15T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073005,HDR,2024-04-22T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6075862,HDR,2024-06-02T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077935,HDR,2024-07-08T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076898,HDR,2024-06-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077704,HDR,2024-07-03T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075969,HDR,2024-06-03T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077201,HDR,2024-06-24T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075810,HDR,2024-05-31T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078732,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073897,HDR,2024-05-03T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076443,HDR,2024-06-11T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075681,HDR,2024-05-29T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6076236,HDR,2024-06-07T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077917,HDR,2024-07-08T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074984,HDR,2024-05-20T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075391,HDR,2024-05-24T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078517,HDR,2024-07-17T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077370,HDR,2024-06-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6077690,HDR,2024-07-02T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077412,HDR,2024-06-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6073495,HDR,2024-04-29T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072515,HDR,2024-04-15T00:00:00.000,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6072315,HDR,2024-04-12T00:00:00.000,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6076720,HDR,2024-06-16T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6078094,HDR,2024-07-10T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076341,HDR,2024-06-10T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077709,HDR,2024-07-03T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6073955,HDR,2024-05-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078291,HDR,2024-07-14T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
